duration,credit_amount,age,installment_commitment,residence_since,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,default
19,9577,43,1,6,3,1,A12,A31,A48,A63,A75,1
60,19492,59,3,2,2,0,A11,A31,A40,A65,A73,0
33,1773,30,1,2,2,0,A11,A32,A49,A64,A75,1
4,8149,47,3,7,2,2,A13,A33,A47,A61,A71,1
3,2455,69,1,9,3,0,A12,A34,A44,A61,A75,0
52,9278,49,2,8,2,0,A11,A33,A40,A65,A71,0
28,5049,53,2,2,3,2,A12,A33,A44,A65,A75,0
70,16363,36,3,7,1,2,A11,A34,A45,A65,A74,0
70,12309,39,1,5,2,2,A12,A30,A46,A62,A73,0
55,8802,18,2,4,3,1,A11,A32,A42,A64,A73,0
57,8600,74,1,4,1,2,A11,A33,A48,A62,A73,1
16,3411,28,2,4,3,1,A12,A30,A42,A65,A74,0
24,12591,43,3,9,2,2,A11,A30,A40,A63,A73,0
69,9599,65,2,7,3,1,A11,A34,A42,A64,A75,1
41,6163,36,1,7,2,2,A12,A32,A46,A62,A72,0
47,12381,36,1,4,3,1,A13,A34,A49,A61,A74,1
69,14868,29,1,9,1,0,A14,A32,A40,A64,A74,0
31,17438,20,3,8,2,2,A13,A34,A43,A63,A71,1
30,8798,72,3,4,1,2,A11,A32,A46,A63,A74,1
18,3836,73,1,6,2,1,A12,A31,A410,A65,A73,0
44,6869,35,1,4,3,0,A13,A30,A42,A65,A74,0
27,3034,66,2,1,1,0,A12,A30,A46,A61,A74,0
26,2726,22,2,5,2,1,A13,A30,A43,A63,A75,1
60,10085,65,2,3,1,2,A14,A32,A46,A65,A75,0
18,666,41,1,1,1,0,A11,A30,A48,A62,A74,1
56,11402,31,2,2,2,2,A12,A31,A49,A65,A73,1
31,4124,68,1,2,3,1,A11,A31,A44,A61,A75,0
59,19231,55,3,8,1,2,A11,A33,A42,A61,A72,1
2,18288,20,2,4,2,0,A14,A30,A40,A62,A75,0
39,10217,23,1,3,1,1,A14,A34,A42,A64,A71,0
61,13101,29,1,4,1,0,A11,A34,A43,A63,A71,0
63,13603,69,3,1,3,2,A12,A34,A41,A61,A74,0
18,13530,28,3,1,2,2,A14,A31,A43,A63,A74,0
17,3274,56,3,5,2,1,A14,A33,A44,A62,A73,0
39,9517,43,3,7,1,0,A14,A33,A47,A62,A72,0
71,10650,18,2,9,3,0,A13,A31,A410,A64,A73,1
54,4239,33,3,7,3,0,A14,A33,A410,A61,A73,0
35,15411,65,1,5,3,1,A11,A34,A44,A62,A71,1
11,4964,66,1,3,2,2,A12,A34,A41,A65,A72,1
61,12881,64,1,8,2,2,A13,A31,A40,A63,A72,1
44,14246,70,1,7,1,2,A14,A34,A48,A63,A75,0
68,4594,26,1,4,3,0,A11,A32,A43,A65,A74,0
25,3430,22,3,1,3,1,A13,A34,A48,A63,A74,0
48,1263,69,1,3,2,0,A13,A30,A48,A65,A71,1
32,12052,25,3,8,1,1,A12,A31,A40,A63,A71,1
4,3950,38,3,2,2,0,A14,A31,A46,A62,A75,1
38,14602,50,3,9,2,1,A12,A33,A410,A64,A75,1
63,2361,56,3,4,1,0,A12,A33,A45,A61,A73,1
47,11306,60,2,7,3,0,A13,A33,A41,A61,A74,1
1,13783,37,2,7,3,1,A14,A30,A49,A61,A75,1
3,16993,70,2,8,1,2,A13,A34,A43,A61,A72,1
62,12936,62,2,7,3,2,A12,A31,A44,A61,A73,0
64,9390,39,2,4,1,1,A13,A34,A44,A65,A73,0
17,15852,30,1,7,1,1,A13,A33,A46,A62,A74,0
62,6029,56,2,5,2,2,A13,A31,A49,A64,A74,0
35,16343,28,1,7,3,0,A12,A33,A41,A61,A74,1
13,8799,35,1,3,3,2,A11,A30,A42,A63,A71,0
35,9080,47,3,7,1,1,A11,A31,A41,A63,A74,0
43,9116,50,3,7,2,0,A12,A33,A46,A64,A71,0
2,19378,61,3,2,2,1,A14,A33,A46,A61,A75,1
56,11657,20,2,8,3,2,A13,A33,A48,A61,A72,0
51,10691,18,1,7,1,0,A12,A30,A43,A62,A72,0
54,12267,53,2,9,3,2,A11,A34,A43,A63,A73,0
16,18411,23,3,4,3,2,A12,A34,A45,A63,A73,0
18,2526,54,3,9,2,2,A11,A34,A42,A65,A73,1
7,11458,46,1,1,2,0,A14,A30,A42,A63,A72,1
45,2355,28,1,5,2,2,A11,A34,A48,A61,A73,0
36,15563,69,3,7,2,0,A14,A34,A46,A61,A71,0
41,15415,72,2,4,1,2,A14,A30,A48,A63,A73,1
42,18481,30,2,7,3,2,A14,A31,A41,A65,A75,0
7,17732,28,1,9,2,1,A12,A33,A43,A64,A73,0
15,6458,55,3,5,3,2,A12,A33,A47,A63,A71,1
60,15205,68,2,5,1,0,A14,A30,A48,A64,A72,1
40,10608,42,1,2,2,1,A11,A34,A42,A63,A72,1
37,18802,32,1,5,1,0,A13,A32,A47,A64,A72,0
66,6261,70,1,8,2,2,A13,A34,A47,A61,A71,0
55,1188,30,2,4,3,1,A11,A32,A42,A61,A72,0
56,6806,59,1,2,1,1,A13,A33,A410,A64,A74,0
44,5572,50,2,8,2,1,A11,A30,A47,A62,A73,1
57,18239,30,1,4,3,0,A11,A34,A45,A61,A71,0
6,18571,55,2,5,3,1,A14,A30,A48,A65,A73,0
32,11409,70,3,7,3,1,A11,A34,A40,A65,A75,0
18,13213,41,2,5,2,0,A12,A34,A48,A64,A73,0
68,13114,37,3,4,3,0,A12,A34,A47,A62,A71,0
7,9821,61,1,7,3,0,A12,A32,A49,A65,A74,1
8,6586,34,2,4,2,2,A11,A30,A47,A61,A74,1
64,13231,67,1,4,1,0,A12,A33,A47,A63,A72,0
7,13841,41,3,2,3,0,A14,A31,A49,A63,A74,0
41,7167,43,1,5,2,1,A14,A32,A46,A61,A75,1
40,13476,57,1,8,1,2,A13,A33,A42,A62,A75,1
3,17874,49,1,4,3,1,A13,A30,A45,A64,A73,1
17,12833,46,3,2,2,0,A14,A31,A49,A61,A75,0
66,5790,31,3,9,2,0,A12,A31,A47,A63,A71,0
52,13544,54,2,6,3,1,A14,A30,A47,A64,A72,1
22,18260,39,2,3,1,2,A12,A32,A43,A62,A75,0
4,14037,51,2,5,1,2,A11,A34,A47,A65,A72,0
6,16169,44,2,6,1,1,A12,A34,A47,A63,A72,0
38,16840,45,1,9,3,0,A12,A34,A410,A62,A73,0
26,16455,74,3,5,3,2,A12,A33,A40,A61,A71,0
11,3387,39,3,9,1,2,A11,A30,A410,A62,A73,0
17,16294,74,1,1,1,1,A14,A32,A44,A62,A75,0
31,15060,60,2,4,1,2,A13,A30,A46,A64,A75,1
35,1840,20,3,1,1,0,A11,A31,A47,A63,A72,1
16,12429,39,1,2,2,1,A12,A33,A48,A63,A74,0
18,594,65,1,2,3,2,A12,A32,A410,A62,A72,1
62,13340,38,2,5,1,0,A13,A31,A410,A61,A71,0
27,19576,33,2,1,2,0,A12,A34,A45,A62,A74,1
35,16256,26,3,3,1,1,A14,A34,A49,A61,A74,1
45,8626,30,3,6,1,1,A11,A34,A44,A64,A74,0
35,18381,27,2,1,2,0,A11,A30,A47,A63,A75,0
28,11423,66,3,1,1,0,A11,A31,A45,A63,A71,0
9,7553,74,2,3,1,2,A11,A32,A41,A63,A75,0
15,15672,38,1,9,2,2,A14,A31,A48,A63,A72,1
21,11435,66,1,2,2,2,A14,A32,A48,A64,A72,1
52,12967,59,1,6,2,2,A12,A33,A40,A62,A72,0
35,11573,57,3,3,2,2,A11,A33,A48,A63,A72,1
51,8191,24,2,6,2,1,A12,A32,A44,A65,A75,1
55,14270,63,1,7,1,2,A11,A31,A48,A61,A74,1
44,16188,39,1,7,3,2,A14,A32,A410,A61,A71,1
65,701,35,3,2,2,2,A13,A32,A44,A63,A73,0
25,18382,38,3,3,3,0,A13,A34,A49,A61,A73,0
47,14329,68,1,4,1,2,A11,A32,A45,A61,A72,0
56,3586,67,3,8,2,1,A14,A34,A48,A64,A75,0
38,11805,31,3,5,3,0,A13,A34,A46,A61,A72,0
11,3090,27,3,1,3,0,A13,A32,A43,A64,A75,0
67,7625,50,3,9,3,2,A13,A30,A45,A61,A74,0
15,8360,26,2,1,3,0,A14,A31,A47,A64,A71,0
1,5908,35,3,2,3,2,A13,A32,A44,A61,A72,1
7,2448,30,3,7,2,2,A12,A33,A43,A65,A71,1
1,4463,34,2,3,2,2,A11,A32,A46,A62,A74,0
49,1193,40,3,6,2,1,A13,A32,A42,A64,A73,0
29,5863,42,3,8,3,0,A14,A33,A43,A65,A72,1
26,12625,71,1,5,3,0,A12,A34,A46,A62,A73,0
45,12424,33,1,1,1,0,A13,A34,A410,A62,A71,0
71,6387,41,1,3,3,0,A12,A30,A44,A65,A71,0
12,11351,48,2,2,1,0,A14,A32,A40,A63,A73,1
32,8234,28,3,6,1,2,A11,A32,A45,A63,A74,0
20,10413,40,2,5,2,2,A12,A31,A48,A64,A71,0
51,16691,58,2,7,3,2,A11,A34,A49,A63,A75,0
36,5793,56,3,2,3,1,A14,A32,A42,A64,A71,1
67,14345,39,3,6,1,1,A12,A31,A43,A65,A71,1
1,14320,50,1,5,1,1,A14,A30,A410,A63,A75,0
27,2791,58,3,6,3,1,A12,A31,A49,A63,A71,0
40,14895,59,2,5,1,0,A14,A34,A41,A61,A74,0
14,12891,65,1,7,3,1,A14,A34,A42,A61,A75,0
69,3198,70,2,5,3,0,A13,A30,A44,A62,A71,0
6,12066,35,3,7,1,0,A13,A32,A45,A61,A75,0
33,9702,31,1,1,2,0,A14,A31,A41,A65,A71,0
55,14555,45,3,9,3,2,A12,A32,A410,A64,A71,0
19,1541,28,1,6,1,2,A12,A32,A41,A64,A72,0
29,18441,41,1,9,1,0,A12,A32,A45,A61,A71,0
61,18091,53,1,1,1,1,A14,A33,A40,A61,A72,0
70,10372,36,3,2,3,0,A11,A30,A41,A64,A71,0
24,4121,30,1,7,3,2,A12,A32,A43,A62,A74,1
23,3852,50,1,4,3,1,A11,A30,A40,A63,A73,0
10,18562,70,3,1,1,2,A11,A32,A44,A62,A72,1
54,11437,36,2,5,2,1,A14,A31,A42,A65,A73,0
41,15102,64,3,4,2,2,A11,A31,A49,A65,A73,0
49,9472,69,3,6,3,0,A11,A30,A40,A63,A74,1
17,1445,49,1,7,3,2,A11,A32,A43,A63,A74,1
56,8473,32,3,3,3,1,A11,A30,A40,A62,A74,0
45,14618,74,3,6,2,2,A14,A30,A41,A64,A73,0
30,11790,28,3,2,2,1,A14,A33,A410,A63,A71,0
44,16883,40,1,4,3,2,A11,A32,A49,A62,A75,0
55,19868,22,3,9,1,2,A14,A33,A46,A62,A74,0
19,19474,73,1,7,2,0,A12,A32,A40,A64,A72,0
29,10866,39,3,2,3,1,A11,A34,A45,A62,A71,0
2,2297,59,1,6,2,1,A12,A34,A43,A65,A74,0
36,11748,35,1,4,1,0,A12,A33,A45,A64,A74,0
19,2757,24,3,8,1,2,A11,A34,A44,A61,A74,0
7,2697,50,2,8,2,1,A12,A33,A410,A62,A75,0
26,8722,20,3,1,3,1,A14,A34,A410,A63,A71,0
38,14652,45,2,8,2,1,A12,A33,A45,A63,A74,0
3,3412,18,1,7,3,0,A11,A34,A44,A64,A71,0
66,11504,66,2,1,2,0,A12,A30,A41,A63,A71,0
71,9374,64,2,3,1,1,A14,A30,A49,A63,A73,1
43,15916,54,1,5,2,2,A12,A30,A43,A61,A71,0
62,6652,39,2,3,3,2,A14,A32,A46,A63,A75,1
71,7672,65,3,3,3,0,A13,A31,A43,A64,A75,0
24,19778,61,2,1,1,2,A13,A33,A44,A64,A75,0
39,3685,36,1,8,3,0,A11,A31,A41,A65,A75,1
68,19616,31,2,9,3,1,A11,A30,A42,A62,A74,0
44,9661,20,1,5,1,1,A11,A33,A44,A62,A71,0
5,16265,36,1,1,3,1,A11,A33,A43,A62,A73,0
55,17967,50,3,1,3,0,A11,A32,A42,A64,A74,0
30,5362,38,1,9,2,2,A14,A31,A41,A63,A72,0
29,3570,18,2,1,2,1,A13,A31,A48,A62,A74,0
26,12440,43,3,9,2,2,A13,A34,A41,A63,A74,0
26,9063,27,3,3,2,2,A12,A33,A48,A63,A74,1
37,15431,52,2,3,2,0,A13,A30,A43,A65,A74,1
53,17085,30,2,4,2,0,A11,A34,A49,A62,A73,0
30,16972,23,3,5,2,2,A14,A34,A48,A64,A75,0
3,15272,60,1,6,1,2,A14,A33,A48,A64,A71,0
43,14955,23,3,6,2,1,A14,A34,A49,A65,A75,0
7,6799,52,3,9,3,1,A13,A33,A44,A62,A73,0
49,10688,33,3,1,1,1,A12,A33,A46,A63,A73,0
41,13186,58,1,9,2,2,A11,A34,A43,A62,A74,0
54,14511,25,2,4,2,0,A14,A30,A410,A64,A74,0
69,18438,20,2,7,3,2,A14,A34,A49,A64,A71,1
27,13374,22,2,6,1,1,A11,A31,A43,A64,A74,0
8,13941,38,1,9,3,1,A12,A33,A40,A63,A71,1
32,554,48,1,2,3,0,A13,A30,A49,A64,A73,0
64,4531,31,2,2,1,2,A12,A32,A48,A62,A71,1
10,9815,54,2,7,3,1,A11,A32,A49,A63,A71,1
13,2052,36,2,9,1,0,A11,A34,A47,A62,A72,0
63,8295,54,2,5,3,1,A14,A32,A48,A61,A74,0
35,5771,70,1,7,1,0,A13,A31,A40,A61,A75,0
61,15165,37,2,8,2,2,A12,A34,A41,A63,A72,1
54,615,69,3,8,1,0,A13,A34,A410,A64,A72,0
8,4113,19,2,4,3,2,A11,A30,A47,A64,A72,0
29,6872,74,1,7,3,2,A14,A33,A47,A63,A75,0
41,16630,24,3,1,2,1,A14,A34,A40,A62,A75,0
30,4337,50,3,4,2,2,A12,A34,A49,A61,A72,0
21,4033,70,3,5,2,1,A12,A34,A44,A64,A73,0
11,10110,67,1,7,1,1,A13,A30,A45,A64,A72,1
2,11608,59,2,6,1,2,A11,A34,A44,A61,A71,0
50,6331,23,1,4,1,0,A12,A33,A45,A63,A71,1
41,1794,24,1,3,1,2,A13,A33,A46,A63,A75,0
66,16163,61,3,6,1,2,A14,A34,A410,A63,A71,0
3,8050,35,3,5,3,0,A11,A30,A49,A64,A74,0
51,18959,60,1,3,3,1,A14,A32,A45,A62,A74,1
68,14330,71,3,4,3,1,A11,A34,A42,A65,A72,0
25,13531,46,1,2,1,2,A11,A34,A45,A63,A74,0
30,12369,36,3,9,2,0,A13,A31,A48,A65,A74,0
11,6317,42,2,7,3,0,A14,A30,A45,A62,A72,0
17,18662,21,2,3,3,0,A11,A33,A45,A64,A74,1
26,13367,68,2,8,1,0,A14,A30,A44,A65,A73,0
23,12586,30,3,8,1,2,A13,A30,A410,A63,A74,1
56,11190,49,3,1,1,2,A11,A34,A40,A65,A75,0
52,17257,44,2,5,3,1,A13,A31,A44,A61,A73,0
48,15270,68,1,5,2,0,A13,A34,A410,A62,A72,0
20,14829,51,1,3,1,2,A12,A30,A40,A61,A72,0
2,10957,45,2,2,1,2,A14,A34,A47,A62,A73,1
31,10534,26,3,1,2,0,A13,A30,A40,A62,A72,0
27,18457,25,1,4,2,0,A12,A33,A47,A64,A75,0
2,17671,38,1,2,2,1,A14,A34,A43,A62,A71,0
4,2045,63,1,5,1,0,A11,A34,A42,A62,A71,0
13,13859,47,3,2,1,1,A11,A33,A43,A63,A72,0
35,13646,46,1,1,3,1,A13,A34,A41,A61,A75,1
66,13998,26,1,9,3,0,A11,A30,A42,A65,A72,1
6,13671,30,2,2,3,0,A14,A32,A43,A64,A71,1
31,14702,35,3,4,3,2,A11,A34,A48,A62,A75,1
10,4874,55,2,3,3,0,A13,A33,A49,A63,A72,0
21,10349,72,1,1,3,0,A14,A33,A41,A62,A74,0
23,17490,39,3,8,1,1,A11,A32,A42,A64,A71,1
3,13836,48,3,2,3,0,A11,A30,A43,A61,A71,1
32,3076,52,2,8,1,2,A14,A31,A42,A65,A75,0
20,5551,59,2,1,1,2,A14,A30,A42,A63,A74,1
29,17206,59,3,6,2,0,A11,A34,A48,A64,A74,0
52,10568,27,3,4,1,0,A12,A33,A44,A64,A73,0
46,17467,26,2,3,1,1,A11,A33,A410,A62,A71,0
34,11501,48,1,1,1,0,A14,A30,A48,A63,A73,1
61,9347,61,3,1,2,1,A14,A30,A45,A65,A74,1
71,5381,73,1,7,1,0,A13,A34,A49,A64,A75,1
70,8914,57,2,6,2,1,A13,A30,A47,A65,A72,1
11,19006,41,3,3,3,2,A11,A32,A40,A61,A72,0
63,8199,58,2,2,1,0,A13,A32,A47,A62,A71,0
21,16545,66,3,3,3,0,A14,A31,A40,A65,A74,0
3,19104,25,3,8,1,1,A13,A33,A48,A64,A73,0
10,5623,67,2,7,2,1,A13,A34,A42,A64,A75,1
27,16711,37,2,7,3,0,A13,A34,A48,A64,A72,0
12,4050,34,1,5,1,1,A14,A30,A47,A64,A72,1
7,11134,45,2,3,1,0,A11,A33,A46,A63,A72,1
17,12677,23,2,1,2,2,A14,A31,A40,A62,A73,1
65,666,59,1,1,1,1,A13,A31,A46,A63,A71,1
64,8809,50,2,6,3,0,A12,A31,A41,A63,A71,0
26,10501,45,1,4,2,2,A12,A33,A41,A62,A75,0
15,2706,70,1,7,3,0,A14,A31,A48,A64,A73,0
33,1750,74,2,1,3,0,A12,A32,A48,A61,A71,0
62,5058,18,1,6,1,2,A14,A30,A40,A63,A74,0
47,10363,58,1,7,1,1,A11,A31,A410,A65,A73,0
35,2651,69,1,1,2,2,A14,A32,A46,A63,A72,0
65,5577,52,2,2,2,0,A14,A32,A44,A62,A72,0
25,16052,41,2,9,2,2,A14,A34,A45,A63,A73,1
57,2797,23,1,9,3,0,A13,A30,A40,A65,A73,1
32,9728,24,2,6,3,2,A11,A34,A45,A63,A73,0
63,3114,26,3,4,3,1,A14,A33,A410,A61,A72,0
12,2379,54,1,7,3,2,A13,A32,A40,A63,A75,0
63,1120,33,3,5,1,2,A13,A34,A43,A65,A71,0
1,8762,51,2,3,2,1,A13,A30,A41,A64,A73,1
51,18687,52,3,4,1,0,A13,A32,A41,A61,A71,0
70,2425,52,2,2,1,2,A13,A31,A40,A64,A74,0
8,17921,37,2,6,3,0,A11,A30,A46,A63,A71,0
68,11053,40,1,3,2,2,A11,A31,A410,A65,A71,0
5,10130,59,3,7,3,1,A12,A33,A41,A62,A74,0
39,12503,71,1,4,3,2,A11,A31,A46,A61,A74,1
23,9176,52,3,8,2,0,A12,A31,A41,A65,A73,0
68,5398,64,2,1,2,0,A12,A33,A46,A62,A74,0
52,15101,63,2,9,1,1,A13,A33,A43,A61,A74,0
4,13636,40,1,3,3,0,A11,A31,A48,A61,A72,0
47,15078,21,3,3,3,1,A11,A32,A40,A63,A71,0
21,6621,27,3,5,3,1,A13,A32,A42,A62,A75,1
56,6289,60,2,1,2,0,A14,A34,A44,A61,A71,1
66,16810,28,1,3,3,0,A13,A34,A46,A61,A75,1
59,18234,57,2,4,3,1,A12,A33,A46,A63,A74,0
7,13634,72,2,2,3,0,A11,A30,A45,A63,A72,0
49,6985,72,1,6,3,1,A11,A31,A44,A64,A71,0
16,10480,26,3,4,1,2,A12,A33,A44,A64,A71,1
17,4125,57,3,1,2,0,A12,A33,A43,A64,A75,0
34,12012,29,2,3,1,0,A12,A33,A48,A64,A73,0
33,9451,34,3,7,2,1,A13,A32,A47,A62,A71,0
26,8617,49,1,3,3,2,A14,A30,A48,A62,A74,0
66,9489,40,3,6,2,2,A12,A32,A46,A65,A75,1
63,17415,32,3,6,1,0,A12,A34,A410,A65,A71,0
41,12108,68,2,1,3,1,A13,A33,A410,A64,A73,0
58,1098,45,3,2,1,1,A12,A32,A44,A64,A71,0
10,7928,69,1,6,1,0,A12,A33,A410,A62,A75,0
15,5404,55,2,2,1,2,A11,A30,A49,A64,A73,0
42,3409,22,1,2,2,1,A12,A31,A41,A64,A72,0
57,14051,57,3,4,1,1,A14,A32,A43,A62,A71,0
17,17562,35,3,8,2,0,A14,A30,A45,A61,A73,0
60,9422,70,2,6,1,0,A12,A31,A47,A62,A74,1
9,2525,38,1,8,1,2,A13,A33,A410,A64,A75,0
36,13720,32,3,4,2,2,A12,A30,A44,A62,A73,0
36,13690,20,3,3,2,1,A11,A34,A48,A65,A75,0
48,3266,63,2,7,1,0,A14,A31,A43,A61,A72,0
51,18982,43,3,7,1,0,A11,A31,A45,A61,A75,0
70,891,32,3,2,3,0,A13,A33,A43,A61,A72,0
68,11435,62,3,1,1,2,A11,A34,A45,A62,A71,0
22,4284,70,1,8,1,2,A13,A32,A49,A65,A71,0
6,18569,37,1,3,3,1,A14,A30,A42,A63,A71,1
26,3414,38,1,6,1,0,A11,A33,A410,A65,A74,0
3,13743,43,3,7,1,2,A11,A34,A47,A65,A71,1
52,12782,58,2,8,2,0,A12,A31,A43,A64,A74,0
60,13465,40,2,6,2,2,A13,A31,A46,A65,A74,0
63,12005,66,2,7,2,0,A12,A31,A49,A62,A72,0
65,5451,68,1,5,1,1,A13,A34,A47,A61,A71,1
52,8155,42,1,3,2,2,A12,A34,A48,A65,A74,0
14,5110,21,1,2,1,2,A14,A32,A41,A65,A75,1
68,17968,69,1,7,3,1,A11,A30,A42,A63,A72,0
28,8083,27,3,8,2,1,A12,A31,A48,A63,A71,0
71,18201,39,2,8,3,0,A11,A32,A46,A64,A74,1
10,7380,20,2,3,1,2,A13,A34,A46,A63,A74,0
57,2849,36,1,2,1,0,A13,A32,A43,A64,A72,0
66,19577,48,2,9,3,0,A14,A31,A40,A62,A72,0
50,7708,26,2,6,3,0,A14,A30,A47,A61,A72,0
14,14220,46,1,3,3,2,A11,A32,A49,A63,A71,0
16,7381,54,1,5,3,1,A12,A34,A48,A62,A74,0
54,4222,63,1,1,2,0,A14,A33,A410,A61,A75,0
43,15832,24,1,2,3,2,A11,A33,A43,A62,A75,0
42,7724,70,3,9,2,0,A12,A32,A40,A62,A75,1
22,13729,55,2,3,3,1,A14,A34,A48,A62,A72,1
68,8302,41,3,8,3,1,A11,A32,A44,A62,A72,1
19,11939,25,2,8,2,2,A11,A32,A45,A63,A72,0
66,3634,51,3,5,1,2,A14,A33,A41,A65,A71,1
39,3098,74,1,8,1,1,A14,A32,A44,A62,A74,0
19,4552,43,3,2,1,2,A14,A33,A40,A61,A75,0
16,13241,45,1,2,1,1,A13,A34,A42,A63,A74,0
54,4324,45,1,4,2,0,A12,A34,A40,A63,A75,0
25,4020,63,3,8,1,1,A14,A34,A40,A62,A74,0
18,1749,71,2,2,2,0,A12,A33,A48,A62,A72,0
23,16065,24,3,4,2,2,A11,A31,A45,A61,A71,0
11,18958,20,1,8,2,0,A12,A31,A47,A65,A75,0
39,19388,69,1,3,2,1,A14,A31,A44,A63,A73,1
68,13497,39,2,8,2,2,A11,A31,A48,A62,A75,0
25,2514,72,2,2,3,2,A14,A34,A43,A64,A71,0
63,5444,55,2,1,2,1,A14,A31,A49,A64,A74,1
30,1448,70,1,6,1,2,A11,A32,A47,A62,A75,0
45,16990,63,3,8,2,1,A12,A33,A45,A64,A74,0
61,11183,61,2,9,1,0,A12,A31,A410,A61,A72,0
51,14512,35,1,8,2,0,A11,A34,A49,A65,A71,0
9,5192,29,3,2,1,2,A14,A31,A410,A64,A71,0
2,3740,48,2,1,2,1,A12,A33,A44,A61,A75,1
5,10262,56,3,7,3,1,A12,A30,A44,A64,A74,0
62,14231,22,3,7,1,0,A14,A30,A42,A61,A73,0
69,18518,61,1,3,1,0,A12,A34,A43,A61,A74,0
52,10630,58,1,6,2,2,A12,A34,A49,A62,A74,1
5,18416,46,1,7,1,1,A13,A34,A44,A63,A74,0
59,8108,60,3,9,2,2,A13,A31,A48,A61,A74,0
68,12909,53,2,1,3,2,A11,A33,A49,A64,A74,1
9,18324,31,2,3,3,2,A11,A33,A42,A62,A75,0
22,12089,61,2,5,2,1,A14,A33,A44,A63,A75,0
27,12937,35,1,3,2,0,A13,A30,A410,A65,A73,0
10,18499,24,2,8,3,1,A11,A33,A48,A61,A71,0
61,10205,40,2,6,1,1,A13,A34,A40,A61,A71,0
51,15876,50,1,2,1,1,A11,A31,A44,A63,A73,1
10,19482,62,2,1,1,2,A12,A30,A43,A62,A74,0
6,12111,33,2,5,3,2,A12,A31,A40,A65,A72,0
62,8090,54,2,9,2,1,A14,A32,A40,A63,A75,0
5,19211,68,3,9,3,2,A13,A34,A46,A65,A73,0
70,7065,42,3,1,1,2,A13,A30,A45,A63,A71,0
63,18860,26,1,3,2,0,A13,A34,A40,A62,A74,0
56,2335,72,1,6,2,1,A13,A31,A43,A64,A74,0
59,17238,45,3,5,1,1,A12,A33,A46,A63,A74,0
63,10297,26,1,4,2,2,A12,A32,A410,A64,A72,0
59,3695,29,1,2,1,1,A13,A34,A45,A63,A73,0
51,14368,35,2,4,3,1,A14,A32,A49,A61,A75,0
50,9679,44,1,5,2,1,A13,A31,A41,A62,A75,0
4,8845,43,1,2,1,1,A11,A34,A410,A61,A75,1
48,1406,73,2,1,1,2,A12,A33,A48,A65,A74,0
32,12455,43,2,7,3,0,A12,A32,A49,A64,A71,0
51,16268,27,3,7,2,2,A13,A30,A42,A65,A74,0
52,7698,34,1,8,2,0,A11,A31,A41,A64,A74,1
34,2120,68,2,6,2,1,A14,A34,A40,A64,A72,0
36,12320,49,1,1,2,1,A12,A30,A42,A62,A74,0
70,12266,41,1,8,3,1,A11,A33,A45,A65,A74,0
43,9023,60,3,2,3,1,A11,A33,A49,A61,A72,0
16,4838,65,3,3,2,1,A12,A32,A40,A61,A74,1
59,16411,25,3,8,1,1,A12,A31,A41,A64,A73,0
53,17313,47,3,4,2,1,A11,A34,A48,A64,A73,0
19,5801,43,3,5,2,0,A14,A30,A40,A64,A73,0
41,15644,41,2,9,1,2,A11,A34,A40,A65,A72,1
47,14284,44,3,7,2,1,A12,A30,A48,A65,A75,0
54,2923,32,2,7,1,1,A13,A31,A42,A63,A73,0
55,8772,45,3,1,3,1,A14,A33,A45,A61,A71,0
19,2073,28,2,1,1,0,A11,A33,A42,A64,A71,0
62,17303,56,1,8,3,1,A12,A34,A41,A65,A74,0
59,966,19,3,1,2,2,A11,A34,A410,A63,A75,1
65,16287,68,2,2,1,0,A14,A32,A42,A64,A74,0
68,5676,26,3,4,1,0,A14,A30,A49,A61,A73,0
28,3893,67,2,9,2,1,A14,A32,A43,A65,A71,0
18,10257,62,2,7,3,0,A14,A30,A410,A64,A72,1
26,15664,40,3,7,1,1,A14,A31,A40,A62,A75,0
19,12722,50,2,7,1,2,A12,A34,A42,A62,A74,0
55,18919,36,1,5,2,2,A11,A30,A46,A61,A71,1
57,18516,30,3,1,3,0,A11,A33,A41,A63,A73,0
6,18868,31,1,5,2,0,A13,A31,A46,A63,A73,1
1,503,49,2,8,1,1,A14,A33,A43,A62,A75,0
8,7977,66,2,7,2,0,A11,A31,A46,A61,A74,0
51,6498,39,3,7,2,2,A14,A30,A410,A62,A73,0
25,1102,37,1,2,3,0,A11,A33,A42,A64,A71,0
47,7756,50,1,1,3,2,A11,A30,A46,A65,A74,0
55,11059,22,3,4,2,1,A12,A32,A49,A63,A71,0
64,14186,37,1,8,2,2,A12,A31,A46,A65,A73,0
10,14473,31,3,1,2,0,A12,A34,A42,A61,A71,0
56,7214,44,3,2,1,2,A14,A33,A45,A61,A73,0
12,8876,43,2,7,3,2,A14,A30,A48,A62,A72,0
33,12201,49,2,5,1,0,A12,A33,A410,A61,A74,0
71,15391,47,1,6,3,1,A11,A30,A46,A65,A71,1
17,3751,44,3,8,3,2,A14,A32,A44,A63,A74,0
61,8644,43,3,9,1,0,A14,A34,A410,A62,A71,0
10,16938,35,3,8,1,2,A13,A33,A40,A61,A73,0
31,10416,62,3,1,2,2,A11,A33,A47,A64,A73,0
60,3410,40,2,4,3,2,A11,A30,A43,A61,A72,0
70,18754,61,1,5,3,1,A13,A30,A410,A63,A71,0
